"Grid Analyse Result
"
"Source Cloud Points: 118_Disaster_3
","Target Cloud Points: 135
"


Mean: Change Between BaseLine And Target
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.01185,0.00414,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07104,0.05088,0.00483,-0.00145,0.01685,1.10047,1.16526,1.16526,0.35697,0.00055,0.0022,-0.00445,-0.00153,-0.00147,0.00453,0.00699,0.00575,0.00505,0.00534,0.0045,0.00617,0.00642,0.00707,0.00781,0.00611,0.00647,0.00494,0.00725,0.01381,nan,nan,-0.0033,0.01521,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00734,-0.08231,-0.03117,0.00286,0.00154,0.71554,1.1579,nan,nan,-0.0005,0.00188,0.00078,-0.0028,-0.00144,-0.00056,0.00751,0.0075,0.00593,0.00642,0.00612,0.00639,0.00692,0.00713,0.00671,0.00765,0.0057,0.00562,0.00574,0.00854,0.03179,nan,0.0323,0.00376,-0.03832,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00312,0.01738,0.00659,0.00436,0.00352,-0.07478,nan,nan,nan,0.00357,0.00378,-0.00253,-0.00127,0.00181,0.00359,0.0087,0.00797,0.00724,0.00662,0.00704,0.00791,0.00744,0.00903,0.00697,0.00746,0.00704,0.00504,0.00499,0.01164,nan,nan,-0.0057,0.01446,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.14738,0.29298,0.02657,-0.02825,0.01463,0.00963,0.00464,0.00102,0.00676,0.02014,nan,nan,-0.01463,0.00418,0.00408,-0.00111,0.00114,0.00086,0.00452,0.00987,0.00868,0.00833,0.00705,0.00696,0.00747,0.00801,0.00779,0.0066,0.0067,0.00579,0.00593,0.00762,0.01655,nan,nan,-0.02044,0.00887
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04697,0.12051,0.04811,0.02334,0.01862,0.03708,-0.00064,-0.0002,0.00074,0.01075,0.00186,0.09813,0.20514,nan,nan,-0.00436,0.00365,0.00271,0.00125,0.00182,0.00343,0.00907,0.00945,0.00986,0.0092,0.00873,0.00688,0.00797,0.00703,0.00717,0.00873,0.00699,0.00684,0.00545,0.00978,-0.02328,nan,nan,0.04603
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.05464,0.01201,-0.04142,0.04537,0.00102,0.05368,0.12425,0.01014,-0.00034,-0.06709,-0.03979,-0.0507,0.00291,0.06673,nan,0.77012,0.50122,0.00407,0.00353,-0.00064,0.00109,0.00275,0.00423,0.00989,0.00925,0.00888,0.00938,0.00841,0.00936,0.00844,0.00697,0.00775,0.00775,0.0074,0.0071,0.00759,0.01455,nan,nan,-0.05197
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00642,0.01648,0.01471,0.04703,0.05412,0.0646,0.04985,0.00047,-0.02725,0.00324,-0.02533,-0.00792,-0.09523,0.00078,-0.01572,0.08954,0.65997,-0.4656,-0.00123,0.00514,0.00192,0.00063,0.00224,0.00416,0.00691,0.01071,0.00873,0.01011,0.00897,0.00694,0.00771,0.00786,0.00763,0.00912,0.00729,0.00632,0.00608,0.00996,0.02975,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.00379,0.01292,0.01532,0.03774,0.04263,0.00902,0.00333,0.15862,0.00999,0.0306,0.00705,0.00351,-0.01871,-0.04443,-0.01497,0.00388,0.00637,-0.28615,-0.02375,0.00281,0.00317,0.00587,0.00317,0.00271,0.00304,0.00392,0.01042,0.01149,0.00892,0.00838,0.00918,0.00835,0.00951,0.00901,0.0089,0.00942,0.00736,0.00751,0.00794,0.012,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.00189,0.00943,0.01014,0.01887,0.00871,0.00391,0.0196,-0.18552,0.183,0.02434,-0.00854,0.00263,0.00542,-0.00769,0.00233,0.00857,5e-05,0.00367,-0.00486,0.00182,0.00295,0.00453,0.00424,0.00374,0.00043,0.00341,0.00334,0.00395,0.01013,0.01064,0.0078,0.00744,0.00803,0.00857,0.00918,0.00906,0.00813,0.00959,0.00789,0.01028,0.01351,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0642,-0.00226,0.00621,0.00615,0.02151,0.02561,-0.00015,0.02051,-0.0874,-0.08,0.08683,0.01323,0.00131,0.00311,0.00183,-0.00614,0.00176,0.00314,0.00628,0.01489,0.00467,0.00436,0.00408,0.00555,0.00662,0.00495,0.00184,0.0028,0.00276,0.00781,0.01031,0.00947,0.00873,0.00848,0.00848,0.00805,0.00868,0.00934,0.00966,0.01103,0.03875,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.17177,0.08333,-0.02166,0.00259,0.00617,0.018,0.00612,0.01882,0.04109,0.05198,-0.22402,-0.00718,0.03521,-0.01262,0.00184,-0.0152,0.00149,0.00105,0.00571,0.0181,0.10918,0.00548,0.00363,0.00428,0.0047,0.00449,0.00449,0.0016,0.00088,0.00264,0.00296,0.0096,0.0109,0.00934,0.00997,0.00939,0.00977,0.00937,0.01124,0.0121,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02795,0.01607,0.02378,0.02537,0.00963,0.01243,0.01331,-0.00846,-0.00371,0.01777,0.01232,0.06263,0.03357,-0.02219,-0.00082,-0.01597,0.00194,-0.00348,-0.00014,0.01574,0.02792,0.00446,0.00411,0.00503,0.00518,0.00524,0.00643,0.00552,-0.00138,0.00331,0.00316,0.00626,0.0104,0.01047,0.00962,0.00983,0.00941,0.00901,0.00919,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.08215,0.00991,0.02633,0.00844,0.02662,-0.0036,0.00225,0.00375,0.03281,0.01167,0.0038,0.00601,0.00709,0.05241,-0.02454,-0.13594,0.069,0.09184,0.00633,0.00374,0.00632,0.01875,0.00213,0.02023,0.00666,0.00508,0.00652,0.0068,0.00495,0.00744,0.00494,-0.00092,0.00198,0.00217,0.00832,0.01152,0.01123,0.01111,0.01358,0.01154,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0057,0.02177,0.00494,0.01429,0.01597,0.00634,0.07978,0.06768,0.01269,-0.00503,0.00172,0.01156,0.03532,0.04417,0.91062,-0.966,0.82583,0.51236,0.02397,0.00755,-0.00038,0.0178,0.007,0.0271,0.04095,0.0065,0.00517,0.00691,0.00699,0.01489,0.00728,-0.00134,0.00066,0.00386,0.00399,0.01033,0.01241,0.01018,0.01108,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00898,0.01326,0.00964,0.0137,0.00493,0.00292,0.01425,0.02905,0.03448,0.0148,0.00198,0.00068,0.01404,-0.00414,0.27182,0.9693,0.3155,nan,0.08781,0.0363,0.01324,0.00744,-0.00391,0.04536,0.02266,0.08628,0.01038,0.00683,0.00568,0.006,0.00794,0.00742,0.00566,-0.00216,0.00306,0.00382,0.00663,0.01287,0.0129,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,0.00229,0.01679,0.01646,0.00263,0.01309,0.01193,0.00753,0.01314,0.01156,0.01483,0.00597,0.00643,0.00691,0.03086,0.25646,-0.22309,nan,0.49167,0.33888,0.138,0.02666,0.01406,0.00227,0.02778,0.02442,0.00595,0.01764,0.00754,0.00583,0.00508,0.0058,0.00762,0.00856,0.01056,0.00737,-2e-05,0.00521,0.00382,0.00893,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,0.02852,0.0083,0.01798,0.03132,0.00634,0.01006,0.01833,0.00368,0.00396,0.00382,0.01027,0.00987,0.00949,-0.00285,0.03777,0.10088,nan,nan,0.00557,0.04988,-0.06248,0.00693,0.01468,0.0286,0.01164,-0.03454,0.002,0.0142,0.00546,0.00583,0.00606,0.00653,0.0065,0.00703,0.00943,0.01077,0.00211,0.00231,0.00536,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,0.283,0.00376,0.02446,0.00753,0.10278,0.06952,0.00644,0.0181,0.00558,0.00439,0.00326,0.01166,0.01656,0.01607,0.00846,-0.00226,0.08634,nan,-0.05908,0.06647,0.07191,0.01275,0.01,0.00984,0.0047,0.00529,-0.00019,-0.00717,0.00682,0.01249,0.00575,0.00715,0.00615,0.00818,0.00951,0.00878,0.01184,0.01043,0.0006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,0.01774,0.01467,0.00795,0.02561,0.00179,-0.00942,0.02855,0.00048,0.0055,0.01477,0.11325,-0.00299,0.01187,0.0482,0.03059,0.02875,0.02209,nan,0.27526,-0.01116,0.01169,0.00767,0.01445,0.0004,0.00226,0.01251,-0.01586,-0.00742,0.00792,0.01527,-0.03547,0.00624,0.00947,0.00842,0.0102,0.01188,0.01356,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,-0.0102,0.00863,0.13205,0.00444,0.00524,0.0217,0.04138,0.05571,0.01314,0.01686,0.00803,0.00668,0.01251,0.05671,0.0,0.05845,-0.02244,0.1461,0.0381,0.14086,nan,nan,0.00861,0.01499,0.0225,0.02273,0.00674,0.00212,0.00227,0.01451,0.00538,0.00384,0.01475,-0.05579,0.00583,0.00853,0.01121,0.01026,0.01309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,0.0142,0.00351,0.02152,0.00734,0.02379,0.0107,0.01504,0.02517,0.00709,0.01413,0.0112,0.01154,0.00786,0.02058,0.79839,0.0274,0.0367,0.12811,-0.03491,0.04152,0.11485,-0.15583,-0.00572,0.01605,0.0269,0.02594,0.03416,0.00438,-0.00161,-0.00045,0.00745,0.00973,0.01705,0.00113,0.02703,0.00772,0.00986,0.00697,0.01361,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,0.02769,0.00545,0.01157,0.00612,0.02011,0.01894,0.01141,0.01928,0.01107,0.01307,0.01097,0.01159,0.03219,0.02428,-0.06133,0.00189,0.12248,0.03939,-0.11092,0.01201,0.2024,0.01826,0.03131,0.01943,0.01764,0.02247,0.0262,0.02677,0.01509,0.01016,0.01017,0.01034,0.01008,0.01242,0.00637,-0.00035,0.01368,0.00868,0.00851,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,0.01717,0.01998,0.0178,0.01259,0.00516,0.01794,0.03319,0.0142,0.01256,0.01406,0.00793,0.01319,0.01396,0.01002,0.1658,0.1302,0.07863,0.35934,0.00391,nan,0.30131,0.15615,0.14445,0.00895,0.02556,0.01594,0.02061,0.04458,0.03535,0.01461,0.01721,0.01117,0.07607,0.01582,0.01008,0.03319,0.01531,0.01013,0.01058,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.02732,0.00139,0.02064,0.02434,0.01251,0.01826,0.03654,0.03062,0.05364,0.01237,-0.00467,0.02194,0.01835,0.03233,0.06622,0.0,0.03493,0.05671,0.5401,nan,0.14005,0.03026,0.2,0.18697,0.02381,0.01801,0.02922,0.01595,0.08174,0.04943,0.02112,0.04594,0.02631,0.07268,0.02761,0.01066,0.01086,0.00094,0.20537,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.05378,0.08031,0.01031,0.00855,0.01151,0.00934,0.04531,0.0042,0.07817,0.02117,-0.00405,0.01108,0.02237,0.03586,-0.82101,nan,0.09342,0.2282,0.80769,0.3815,0.01198,0.07181,0.14601,0.09028,0.01568,0.02753,0.02263,0.02682,0.02946,0.12372,0.08838,0.08892,0.03336,0.09026,0.00155,0.0042,0.0083,0.26454,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.23418,-0.00597,0.00797,0.00599,0.02209,0.00013,0.01567,0.00711,-0.01693,0.02891,0.00114,0.01183,0.01417,0.04321,-0.05389,-0.17955,0.04444,0.30592,0.14364,0.09126,0.02046,0.04871,0.13331,0.05129,0.02911,0.02621,0.022,0.02303,0.01791,0.04346,0.0833,0.04601,0.01227,0.00455,0.00351,0.00033,0.01361,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,0.01503,0.01488,0.0084,0.011,0.07928,0.07435,0.0852,0.09424,0.10975,0.02153,0.00284,0.03346,0.03184,-0.02612,0.06956,0.17082,0.05645,0.03571,0.01379,0.01333,0.02207,0.03329,0.02224,0.01975,0.02339,0.02464,0.024,0.02149,0.04513,0.04725,0.05937,0.10562,0.02186,0.02897,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,-0.01515,0.01329,0.0075,0.00674,0.00704,0.06185,0.17571,0.03609,0.01143,0.01843,0.02115,0.01363,-0.02744,nan,-0.30103,nan,0.11864,0.02226,0.01457,0.02322,0.03506,0.01698,0.0226,0.02252,0.01425,0.03213,0.02309,0.01773,0.01694,0.02278,0.03186,0.08486,0.09027,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,0.00791,0.00739,0.02668,0.03166,0.01953,0.0567,0.01886,0.01546,0.0015,0.01332,0.02364,0.09898,0.07785,0.20304,0.05483,0.0675,0.13907,0.02518,0.02769,0.01384,0.04439,0.0286,0.01995,0.01626,0.01434,0.00983,0.02398,0.0283,0.0577,0.02609,0.20801,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,-0.0032,0.00398,0.00446,0.00536,0.00891,0.02092,0.006,0.00589,0.0227,0.08336,-0.19288,0.04875,0.07079,0.03536,0.03636,0.09983,0.11758,0.02455,0.01581,0.01873,0.0136,0.01962,0.02194,0.01659,0.0167,0.01077,0.02254,0.02979,0.02832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,0.0007,0.00945,0.01306,0.01095,0.01008,0.0206,0.02479,0.02055,0.03974,0.17328,nan,-0.02166,0.04306,0.11038,0.07075,0.07131,0.02054,0.0233,0.02052,0.02109,0.02387,0.01914,0.01304,0.0036,0.03389,0.01183,0.01479,0.12071,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,-0.01384,0.00769,0.00327,0.01314,0.0235,0.02567,0.02979,0.0079,0.0,0.09638,0.01681,0.02978,0.09404,0.10045,0.04805,0.01148,0.01921,0.02958,0.0321,0.03553,0.01513,0.00797,0.02071,0.01079,0.05509,0.0482,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,0.0078,0.00734,0.01132,0.01217,0.08296,0.10843,0.03932,0.04183,0.02467,0.01626,0.01962,0.06246,0.25493,0.07159,0.03327,0.02493,0.02543,0.02109,0.01645,0.01545,0.03134,0.02142,0.01556,0.12495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,0.00529,-0.00655,-0.0196,0.01655,0.01863,0.02112,0.01819,0.02129,0.0185,0.01326,0.02688,0.06118,0.15378,0.07716,0.0208,0.0155,0.02745,0.02899,0.01734,0.01807,0.02086,0.01113,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,0.00661,0.04995,0.01119,0.01745,0.02329,0.00751,0.01883,0.01057,0.01628,0.01453,0.04308,0.08465,0.02749,0.01399,0.0248,0.06278,0.01023,0.03583,0.0156,0.01783,0.03265,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,0.05212,0.02054,0.01106,0.01201,0.01567,0.01314,0.00831,0.01317,0.01853,0.02174,0.03624,0.01264,0.01357,0.018,0.02651,0.02706,0.0246,0.01606,0.08256,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,0.00876,0.01046,0.01139,0.03124,0.02402,0.00918,0.01134,0.01515,0.01739,0.02156,0.03096,0.01629,0.02392,0.01948,0.02941,0.02924,0.0102,0.04401,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,0.00651,0.01319,0.0158,0.04213,0.01303,0.01789,0.00947,0.01789,0.01602,0.01325,0.02103,0.02187,0.02122,0.02299,0.03903,0.02018,0.38634,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00186,0.01982,0.02498,0.02947,0.01427,0.01518,0.01956,0.01885,0.01287,0.01325,0.01486,0.01105,0.02298,0.03843,-0.009,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00877,0.02366,0.02773,0.02535,0.02442,0.02313,0.01972,0.01678,0.01723,0.01827,0.01755,0.01345,0.01468,0.02568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.01607,0.00262,0.02898,0.03448,0.02389,0.01448,0.02009,0.01668,0.02066,0.01714,0.0147,0.00986,0.02983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
