"Grid Analyse Result
"
"Source Cloud Points: 118_Disaster_3
","Target Cloud Points: 135
"


Mean: Change Between BaseLine And Target
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.01185,0.00414,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.02823,0.03374,0.0188,0.01807,0.0266,0.01376,0.04315,0.02802,0.00882,0.02485,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00116,0.02156,0.02829,0.03204,0.01874,0.02462,0.02246,0.01623,0.01206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00761,0.02567,0.02108,0.03764,0.06215,0.00915,0.13101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04214,0.03656,0.02422,0.0283,0.0883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02617,0.02679,0.02413,0.01075,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.02411,0.02529,0.01361,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan


Mean: Baseline
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04612,0.0207,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02205,0.03249,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01988,0.04743,nan,0.07514,0.02047,0.03587,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.02002,0.01871,0.02142,nan,nan,0.02267,0.02403,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.01976,0.01828,0.01906,0.01844,0.02181,nan,nan,0.02148,0.02656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03455,0.0185,0.01739,0.01825,0.0186,0.01911,0.01848,0.04207,nan,0.04413,0.02098,0.04417,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03458,0.01871,0.01682,0.0177,0.01909,0.01798,0.01891,0.01805,0.01877,nan,nan,0.02655,0.02554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03452,0.01783,0.01713,0.01673,0.01705,0.0174,0.01839,0.018,0.01943,0.01825,0.02501,nan,nan,0.02246,0.03309,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03152,0.01723,0.01757,0.01719,0.0166,0.01806,0.01709,0.01784,0.01778,0.0182,0.0192,0.0189,0.04059,nan,0.02917,0.01985,0.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02286,0.01726,0.01721,0.01792,0.01696,0.01615,0.0162,0.01699,0.01758,0.01844,0.01868,0.01934,0.0195,0.01904,nan,nan,0.02865,0.02377,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04165,0.01607,0.01487,0.01671,0.01687,0.01662,0.01734,0.01676,0.01702,0.01796,0.01801,0.0186,0.01881,0.02041,0.01911,0.02818,nan,nan,0.02168,0.03151,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03071,0.02227,0.01944,0.01472,0.0153,0.01683,0.01715,0.01599,0.01716,0.0167,0.01789,0.01867,0.01842,0.01927,0.01896,0.02145,0.0208,0.04517,nan,0.04169,0.02279,0.05151,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0298,0.02163,0.0214,0.02144,0.01789,0.01478,0.01529,0.01658,0.01716,0.01719,0.01712,0.01698,0.018,0.01864,0.01907,0.0192,0.01986,0.02117,0.02063,nan,nan,0.02441,0.0251,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03026,0.01973,0.01971,0.0201,0.02155,0.02067,0.01637,0.01467,0.01531,0.01613,0.01588,0.01833,0.01773,0.01776,0.01855,0.01895,0.01951,0.01989,0.0207,0.02081,0.02518,nan,0.19953,0.02548,0.08263,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.032,0.02114,0.01995,0.02038,0.02192,0.02117,0.02239,0.02067,0.01421,0.01494,0.01608,0.0164,0.01726,0.01779,0.01775,0.01861,0.01964,0.01897,0.01938,0.01898,0.02077,0.02057,0.0,nan,0.03597,0.02431,0.0,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02757,0.02117,0.02072,0.02451,0.0201,0.02153,0.02382,0.02154,0.0226,0.01883,0.01422,0.0155,0.01756,0.01766,0.01835,0.01806,0.01761,0.01944,0.02006,0.01873,0.02006,0.02023,0.02022,0.02224,nan,nan,0.025,0.02733,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02872,0.02152,0.02146,0.03369,0.0389,0.02649,0.02133,0.02328,0.02148,0.02211,0.02165,0.01587,0.01477,0.0158,0.01678,0.01858,0.01828,0.01865,0.0184,0.0193,0.01908,0.01814,0.01861,0.01934,0.01955,0.02714,nan,nan,0.02449,0.02894,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04848,0.0289,0.02619,0.02535,0.02908,0.02738,0.02254,0.02269,0.02266,0.02333,0.02246,0.02232,0.02,0.0144,0.01571,0.01679,0.01912,0.02015,0.01957,0.01878,0.01891,0.02019,0.018,0.0195,0.01922,0.02017,0.018,nan,nan,0.04176,0.0296,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04658,0.05218,0.03598,0.02495,0.03659,0.03468,0.02436,0.02614,0.04486,0.02265,0.0215,0.02219,0.0215,0.02197,0.0181,0.01518,0.01675,0.01806,0.01975,0.01931,0.01891,0.01909,0.01898,0.01824,0.01801,0.01894,0.01884,0.01876,0.01996,nan,nan,0.03261,0.02136,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.05685,0.16632,0.08542,0.03056,0.02224,0.02652,0.02618,nan,nan,0.03228,0.02207,0.02454,0.02125,0.02166,0.02189,0.01696,0.01655,0.01783,0.01811,0.01961,0.01802,0.01792,0.01848,0.01888,0.01803,0.0191,0.01889,0.01811,0.01767,0.0213,nan,0.0,0.02443,0.03832,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.06621,0.04244,0.03157,0.02736,0.02156,0.15943,nan,nan,nan,0.02306,0.02111,0.02348,0.02144,0.0213,0.021,0.01644,0.01789,0.01807,0.01942,0.018,0.01772,0.01764,0.01736,0.01736,0.01655,0.01799,0.01742,0.01946,0.01753,nan,nan,0.0321,0.02226,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.17729,0.0,0.12153,0.0649,0.04534,0.04419,0.03724,0.02424,0.02938,0.06465,nan,nan,0.03827,0.02241,0.02229,0.02194,0.02223,0.02348,0.01904,0.01562,0.01734,0.01767,0.01814,0.01756,0.01714,0.01712,0.01784,0.01818,0.01739,0.01811,0.0179,0.01762,0.01934,nan,nan,0.04896,0.03147
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.17622,0.10546,0.12052,0.11933,0.05254,0.1218,0.03431,0.07986,0.04028,0.02953,0.02282,0.14951,0.2389,nan,nan,0.03218,0.02202,0.02276,0.02281,0.02262,0.02191,0.01666,0.01572,0.01652,0.0164,0.0169,0.01729,0.0169,0.01723,0.01714,0.01686,0.01838,0.01701,0.01829,0.01678,0.02328,nan,nan,0.01796
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07492,0.0713,0.17098,0.11413,0.08977,0.07942,0.15906,0.0592,0.04746,0.11865,0.10664,0.13441,0.02222,0.04404,nan,0.07064,0.03703,0.02215,0.02232,0.02323,0.0238,0.02293,0.02135,0.01519,0.01601,0.01703,0.01639,0.01662,0.01613,0.01689,0.01691,0.01657,0.01772,0.0179,0.01736,0.01772,0.01714,nan,nan,0.12374
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0379,0.04675,0.04783,0.07659,0.10813,0.08986,0.09887,0.10657,0.17847,0.03733,0.07727,0.07459,0.14848,0.02621,0.05533,0.0,0.1049,0.66436,0.02626,0.02135,0.0226,0.02291,0.0234,0.02186,0.01838,0.01468,0.01583,0.01571,0.01624,0.01669,0.01656,0.01607,0.01743,0.0169,0.01698,0.01786,0.01866,0.01792,0.01901,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03926,0.03504,0.05645,0.0826,0.04629,0.07881,0.09332,0.12497,0.10513,0.10393,0.02541,0.03011,0.05976,0.10742,0.06319,0.02642,0.04788,0.60762,0.04791,0.02337,0.02188,0.02107,0.022,0.02129,0.02231,0.02106,0.01519,0.01391,0.01572,0.01592,0.0165,0.01554,0.01606,0.01597,0.01651,0.01705,0.01774,0.01768,0.01798,0.01569,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03481,0.02678,0.02966,0.03821,0.03987,0.04428,0.03951,0.29956,0.11632,0.05012,0.10895,0.04309,0.02972,0.05156,0.02489,0.03361,0.03151,0.02142,0.02999,0.02328,0.02146,0.02106,0.02127,0.02109,0.02268,0.02195,0.02123,0.01944,0.01362,0.01402,0.01603,0.01679,0.01598,0.01617,0.01616,0.0168,0.01805,0.01728,0.01802,0.01596,0.02183,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.08913,0.03572,0.02587,0.02795,0.03074,0.07071,0.07225,0.03691,0.0874,0.17482,0.07987,0.06997,0.04337,0.03033,0.02684,0.03134,0.03424,0.03173,0.02443,0.02305,0.02064,0.02133,0.02049,0.02094,0.0205,0.02073,0.02036,0.02135,0.02107,0.01662,0.01429,0.0148,0.01551,0.01632,0.01645,0.01629,0.01612,0.01684,0.01771,0.01563,0.015,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.20708,0.09059,0.02451,0.03039,0.03334,0.06573,0.26479,0.09079,0.09515,0.22402,0.12054,0.06928,0.08022,0.02225,0.05034,0.0324,0.02801,0.03343,0.09773,0.02436,0.02163,0.02094,0.02095,0.0208,0.02115,0.0213,0.0226,0.02129,0.02139,0.02065,0.01436,0.01354,0.01527,0.01558,0.0162,0.01654,0.01636,0.01583,0.01521,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07469,0.06156,0.05019,0.05659,0.03764,0.04286,0.04455,0.10321,0.04749,0.06503,0.0529,0.05878,0.081,0.07768,0.035,0.04832,0.03813,0.03281,0.02866,0.06619,0.03557,0.02025,0.02061,0.02052,0.02067,0.02142,0.02,0.02089,0.02067,0.01973,0.01996,0.01825,0.01405,0.01414,0.01556,0.01628,0.01644,0.01676,0.01482,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.05673,0.06725,0.0518,0.05304,0.04099,0.05698,0.06553,0.06982,0.06387,0.06758,0.05059,0.04767,0.08733,0.40068,0.2368,0.29739,0.05131,0.02747,0.0299,0.03381,0.032,0.08117,0.02526,0.01983,0.01997,0.02009,0.01925,0.02069,0.02005,0.02131,0.02134,0.02168,0.02123,0.01664,0.01357,0.01448,0.01554,0.01509,0.01446,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.05143,0.05404,0.07671,0.03736,0.04279,0.07122,0.12172,0.07553,0.05041,0.05605,0.0669,0.07278,0.0808,0.12081,0.0,0.966,0.26713,0.10589,0.03322,0.02768,0.0389,0.03955,0.03068,0.02707,0.02307,0.02058,0.02069,0.0203,0.01996,0.02554,0.02083,0.02463,0.01997,0.02036,0.0205,0.0146,0.01373,0.01528,0.01335,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,0.05122,0.03676,0.06444,0.03925,0.04033,0.06377,0.06072,0.06797,0.0615,0.03261,0.03631,0.04205,0.03872,0.07588,0.11255,0.0,0.07705,nan,0.12959,0.06476,0.02957,0.03207,0.0345,0.03095,0.025,0.02722,0.02132,0.02044,0.02007,0.0202,0.02084,0.01987,0.02133,0.022,0.02068,0.02009,0.01763,0.01322,0.01181,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,0.05939,0.09502,0.04857,0.05163,0.04421,0.04217,0.04237,0.07568,0.04477,0.06083,0.04304,0.03717,0.04969,0.04958,0.18333,0.22309,nan,0.0,0.0,0.21482,0.13396,0.03141,0.02855,0.04812,0.04699,0.02715,0.03217,0.02219,0.02154,0.02012,0.02021,0.01971,0.02077,0.0202,0.02139,0.02086,0.01959,0.02076,0.01399,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,0.04353,0.04096,0.05488,0.05294,0.05547,0.06036,0.04067,0.05099,0.0523,0.04236,0.04589,0.03546,0.03638,0.06599,0.05585,0.12422,nan,nan,0.17703,0.06638,0.64385,0.06357,0.05322,0.04601,0.03469,0.08596,0.0478,0.02991,0.02752,0.01996,0.02105,0.0204,0.02002,0.02034,0.01972,0.01979,0.02224,0.01936,0.0175,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,0.04816,0.03977,0.03813,0.05168,0.06241,0.14026,0.04491,0.03853,0.03596,0.04408,0.04072,0.05694,0.0396,0.03499,0.04293,0.04946,0.03193,nan,0.29332,0.09843,0.05974,0.04349,0.04127,0.03819,0.02599,0.03144,0.04798,0.05234,0.03477,0.02799,0.02002,0.0204,0.01993,0.01975,0.01933,0.02087,0.01943,0.01922,0.02179,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,0.05131,0.04537,0.05406,0.05364,0.05415,0.08366,0.04408,0.04095,0.03741,0.04091,0.10967,0.05561,0.04812,0.07361,0.07766,0.04802,0.04047,nan,0.0,0.08776,0.03051,0.02817,0.02636,0.02368,0.02835,0.02967,0.05941,0.04358,0.04179,0.02608,0.06337,0.02075,0.01962,0.02055,0.02009,0.01885,0.01595,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,0.08723,0.11674,0.05561,0.04127,0.04491,0.04279,0.05394,0.04621,0.04369,0.03319,0.03023,0.03187,0.03897,0.20572,0.0,0.08369,0.14545,0.05917,0.07099,0.05576,nan,nan,0.07728,0.03315,0.02944,0.02536,0.02516,0.02172,0.05157,0.03838,0.051,0.05584,0.05614,0.10347,0.0221,0.01986,0.01954,0.01885,0.01908,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,0.04658,0.04174,0.0356,0.0488,0.03901,0.04536,0.05262,0.03161,0.03607,0.03042,0.02765,0.03529,0.03573,0.05789,0.0,0.12364,0.06528,0.11731,0.11295,0.07258,0.11311,0.31496,0.08152,0.04523,0.034,0.03778,0.02743,0.02735,0.02429,0.0389,0.0425,0.04202,0.03984,0.04379,0.04052,0.02321,0.02024,0.01908,0.01632,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,0.04058,0.03195,0.03968,0.02689,0.04447,0.03274,0.03654,0.03857,0.04072,0.02759,0.02881,0.03014,0.03695,0.03975,0.21022,0.10712,0.10283,0.08827,0.2157,0.07679,0.1387,0.07665,0.03812,0.03789,0.03517,0.03423,0.03134,0.02465,0.02736,0.02476,0.03822,0.04066,0.03441,0.04419,0.04794,0.05281,0.03443,0.01875,0.02026,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,0.02925,0.03871,0.03781,0.0363,0.03615,0.03532,0.02925,0.0372,0.03203,0.03436,0.02772,0.0304,0.05763,0.04428,0.16204,0.09922,0.13121,0.0713,0.04756,nan,0.09804,0.18182,0.06802,0.03656,0.03626,0.03848,0.03864,0.02963,0.02654,0.02288,0.02706,0.0383,0.0543,0.03359,0.03059,0.05172,0.04787,0.02668,0.0188,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.06128,0.04846,0.03677,0.04252,0.03157,0.03429,0.02631,0.06572,0.05096,0.03162,0.06091,0.03493,0.02688,0.10954,0.18725,0.0,0.07499,0.07041,0.35457,nan,0.32367,0.06338,0.05445,0.03837,0.03656,0.0383,0.03881,0.0452,0.04107,0.03476,0.02844,0.02789,0.035,0.05427,0.03094,0.03161,0.04312,0.05579,0.08116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.08523,0.06109,0.03288,0.02684,0.03448,0.0427,0.04289,0.09203,0.07609,0.08319,0.06906,0.02939,0.02538,0.07765,0.82101,nan,0.10617,0.068,0.13414,0.08991,0.06233,0.08879,0.04197,0.03713,0.03326,0.02808,0.03514,0.03972,0.04151,0.04202,0.03191,0.04303,0.03445,0.05826,0.02985,0.04511,0.0445,0.05553,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0,0.05767,0.03565,0.06315,0.04354,0.05301,0.06374,0.21382,0.12298,0.09033,0.1489,0.0429,0.03886,0.08677,0.05389,0.17955,0.10207,0.09651,0.06892,0.05741,0.03616,0.06824,0.05074,0.03877,0.03968,0.03703,0.0318,0.03137,0.03019,0.03244,0.03324,0.04082,0.05367,0.03749,0.02959,0.0622,0.03604,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,0.03456,0.04304,0.06302,0.06703,0.08684,0.05707,0.09881,0.10599,0.08437,0.05494,0.06079,0.069,0.16079,0.20151,0.18964,0.11961,0.03525,0.03348,0.02962,0.04735,0.05647,0.03688,0.03677,0.03617,0.03694,0.03713,0.03273,0.03183,0.03374,0.03503,0.05571,0.05428,0.05519,0.18968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,0.06656,0.02965,0.03271,0.03415,0.0564,0.05488,0.06776,0.08133,0.05466,0.04412,0.03416,0.0615,0.12321,nan,0.4151,nan,0.05289,0.0709,0.03773,0.02976,0.03308,0.03928,0.04237,0.04508,0.03522,0.03425,0.0344,0.03654,0.0543,0.04445,0.03972,0.05313,0.0498,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,0.02724,0.03245,0.03512,0.0357,0.05958,0.05669,0.04467,0.03367,0.04674,0.07016,0.15848,0.1063,0.10287,0.25591,0.04773,0.03421,0.03475,0.03681,0.03761,0.04136,0.03765,0.03577,0.03349,0.03859,0.02709,0.03418,0.03906,0.03859,0.05071,0.05719,0.0503,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,0.04248,0.03043,0.03059,0.03402,0.05327,0.0392,0.04195,0.03646,0.04853,0.08497,0.3482,0.20428,0.07904,0.06997,0.04614,0.03868,0.02999,0.03919,0.03672,0.03825,0.03472,0.03587,0.04368,0.04328,0.05033,0.04366,0.03756,0.03462,0.04414,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,0.03555,0.04458,0.04235,0.03554,0.03965,0.03444,0.04539,0.05283,0.07483,0.0,nan,0.11426,0.04185,0.04462,0.02913,0.0282,0.03302,0.03739,0.04385,0.03199,0.03165,0.03348,0.04312,0.07084,0.0504,0.03658,0.03464,0.06184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,0.07314,0.06137,0.03582,0.03508,0.03874,0.05026,0.06395,0.07716,0.0,0.06134,0.04946,0.02942,0.02756,0.02794,0.03011,0.03545,0.03403,0.03852,0.04477,0.02715,0.03548,0.04458,0.05378,0.03431,0.04231,0.0339,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,0.03578,0.03861,0.04127,0.03738,0.07298,0.04785,0.04524,0.03955,0.05397,0.02382,0.0294,0.02433,0.02893,0.03071,0.02952,0.03302,0.03376,0.03852,0.03115,0.02887,0.03242,0.03484,0.03583,0.03936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,0.05305,0.04816,0.08435,0.03301,0.04455,0.03329,0.03748,0.03958,0.02852,0.02428,0.02501,0.03192,0.02785,0.03055,0.03097,0.03586,0.03864,0.03692,0.03016,0.02925,0.03727,0.04181,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,0.12173,0.0609,0.04551,0.03731,0.03254,0.0296,0.037,0.02266,0.01984,0.03085,0.03268,0.02664,0.02628,0.03011,0.03656,0.04437,0.04356,0.04225,0.04122,0.03598,0.11007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,0.07403,0.03893,0.03342,0.03796,0.03515,0.02741,0.02206,0.02368,0.03873,0.04939,0.02695,0.02304,0.0321,0.03875,0.04127,0.04711,0.04723,0.03841,0.02259,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,0.04208,0.04311,0.03196,0.0365,0.04895,0.0288,0.01858,0.02685,0.0601,0.02982,0.03109,0.03581,0.03524,0.03849,0.03638,0.03621,0.05954,0.04052,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,0.04173,0.03576,0.0377,0.04642,0.05036,0.03174,0.02367,0.03065,0.03002,0.02206,0.02948,0.04066,0.03856,0.0396,0.04275,0.0569,0.2109,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
